index,i_a,i_b,i_c,u_a,u_b,di_1,di_2
764,4.34112548828125,-21.91162109375,17.18902587890625,577.9961547851562,887.9112548828125,0,0
765,-0.26702880859375,-20.3857421875,20.294189453125,627.8129272460938,942.7804565429688,0,0
766,-4.69207763671875,-17.57049560546875,21.881103515625,678.135009765625,989.2626342773438,0,0
767,-8.29315185546875,-14.64080810546875,22.491455078125,733.5094604492188,1035.3406982421875,0,0
768,-12.2833251953125,-11.41357421875,23.2391357421875,793.0269165039062,1071.11181640625,0,0
769,-16.19720458984375,-6.65283203125,22.5372314453125,848.8055419921875,1093.2413330078125,0,0
770,-18.646240234375,-2.25067138671875,20.6451416015625,902.8663940429688,1107.792236328125,0,0
771,-20.7061767578125,1.556396484375,19.11163330078125,958.64501953125,1114.66357421875,0,0
772,-22.80426025390625,6.03485107421875,16.83807373046875,1006.7440185546875,1104.8619384765625,0,0
773,-23.25439453125,10.2081298828125,12.939453125,1043.323486328125,1087.077392578125,0,0
774,-22.7203369140625,13.38958740234375,9.1400146484375,1077.376708984375,1063.02783203125,0,0
775,-22.247314453125,16.62445068359375,5.40924072265625,1099.8094482421875,1024.8316650390625,0,0
776,-20.538330078125,19.76776123046875,0.6103515625,1105.5692138671875,976.833740234375,0,0
777,-18.04351806640625,21.20208740234375,-3.35693359375,1101.9315185546875,926.9158325195312,0,0
778,-15.80810546875,22.308349609375,-6.65283203125,1098.1927490234375,872.5518798828125,0,0
779,-11.8408203125,23.06365966796875,-11.41357421875,1076.7705078125,814.3480834960938,0,0
780,-6.8511962890625,22.186279296875,-15.55633544921875,1043.424560546875,758.2662963867188,0,0
781,-2.81524658203125,20.599365234375,-18.0816650390625,1005.5314331054688,703.0939331054688,0,0
782,0.90789794921875,19.317626953125,-20.5535888671875,955.4114990234375,646.2037353515625,0,0
783,5.6304931640625,16.90673828125,-22.62115478515625,899.6328125,598.104736328125,0,0
784,9.6893310546875,13.18359375,-22.98736572265625,846.38037109375,559.5043334960938,0,0
785,12.7410888671875,9.82666015625,-22.674560546875,787.0650634765625,523.8342895507812,0,0
786,16.1895751953125,5.92041015625,-22.308349609375,726.3350219726562,500.5931701660156,0,0
787,19.24896240234375,1.15966796875,-20.6298828125,672.8804931640625,493.620849609375,0,0
788,20.7672119140625,-3.13568115234375,-17.8985595703125,621.5479736328125,489.781005859375,0,0
789,22.15576171875,-6.88934326171875,-15.57159423828125,571.529052734375,497.2585754394531,0,0
790,23.25439453125,-11.32965087890625,-12.1612548828125,535.2527465820312,518.6807861328125,0,0
791,22.430419921875,-15.1519775390625,-7.40814208984375,510.3948669433594,548.793212890625,0,0
792,21.087646484375,-17.791748046875,-3.35693359375,489.781005859375,585.0695190429688,0,0
